;Diagnostico;Region;Actividad Economica;Edad;Sexo;Seguro;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;Observación
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Sin información;todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;0;0;0;0;0;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Sin información;todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;0;0;0;0;0;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Sin información;todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;0;0;0;0;0;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Sin información;todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;0;0;0;0;0;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Sin información;todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;0;0;0;0;0;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Sin información;todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;0;0;0;0;0;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Sin información;todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;0;0;0;0;0;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Sin información;todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;0;0;0;
;Licencia médica preventiva parental;Sin información;todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;0;0;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Sin información;todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;0;0;0;0;0;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Sin información;todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;0;0;0;0;0;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;isapre;;;;;1085;1012;1214;1153;875;1639;1701;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;isapre;;;;;1438;1570;1530;1511;985;1236;1199;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;isapre;;;;;2755;3029;2850;2899;714;614;1681;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;isapre;;;;;703;808;748;884;684;709;768;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;isapre;;;;;1218;1283;1269;1445;675;439;622;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;isapre;;;;;1648;1586;1601;1767;811;730;951;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;isapre;;;;;541;511;433;348;259;175;188;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;isapre;;;;;484;580;590;561;310;358;376;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;isapre;;;;;376;559;581;571;348;344;329;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;isapre;;;;;291;264;304;310;181;137;170;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;#N/D;0;1644;1406;2772;
;Licencia médica preventiva parental;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;#N/D;0;106;152;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;isapre;;;;;1473;1590;1607;1558;908;1247;1129;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;0;0;4;0;1;1;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Tarapacá (I);todas_actv;todas_edad;ambos_sex;isapre;;;;;4676;4379;4170;4439;4899;8411;8499;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Tarapacá (I);todas_actv;todas_edad;ambos_sex;isapre;;;;;4739;4698;5181;5204;4317;5756;5601;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Tarapacá (I);todas_actv;todas_edad;ambos_sex;isapre;;;;;4482;4719;4173;4737;2009;1856;3888;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Tarapacá (I);todas_actv;todas_edad;ambos_sex;isapre;;;;;2349;2230;2480;2698;1815;2261;2523;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Tarapacá (I);todas_actv;todas_edad;ambos_sex;isapre;;;;;1630;1784;1907;2185;1205;894;1244;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Tarapacá (I);todas_actv;todas_edad;ambos_sex;isapre;;;;;2543;2591;2612;2612;1605;1674;1819;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Tarapacá (I);todas_actv;todas_edad;ambos_sex;isapre;;;;;753;592;730;583;315;288;230;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Tarapacá (I);todas_actv;todas_edad;ambos_sex;isapre;;;;;1102;1070;1123;1078;699;676;799;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Tarapacá (I);todas_actv;todas_edad;ambos_sex;isapre;;;;;717;854;847;977;705;653;765;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Tarapacá (I);todas_actv;todas_edad;ambos_sex;isapre;;;;;767;631;722;750;558;543;562;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Tarapacá (I);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;4660;6276;7936;
;Licencia médica preventiva parental;Tarapacá (I);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;417;347;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Tarapacá (I);todas_actv;todas_edad;ambos_sex;isapre;;;;;3548;3454;3303;3538;2415;3430;3142;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Tarapacá (I);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;3;0;1;2;0;18;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Antofagasta (II);todas_actv;todas_edad;ambos_sex;isapre;;;;;7848;7659;8407;11096;12308;19548;16851;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Antofagasta (II);todas_actv;todas_edad;ambos_sex;isapre;;;;;14162;14773;16035;16858;12592;14550;14357;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Antofagasta (II);todas_actv;todas_edad;ambos_sex;isapre;;;;;12047;12391;11220;12719;6728;5254;10461;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Antofagasta (II);todas_actv;todas_edad;ambos_sex;isapre;;;;;7146;7162;7811;8445;5839;6224;7014;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Antofagasta (II);todas_actv;todas_edad;ambos_sex;isapre;;;;;4226;4801;4620;4908;2820;2001;2852;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Antofagasta (II);todas_actv;todas_edad;ambos_sex;isapre;;;;;5577;5678;5896;6375;3731;3466;3832;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Antofagasta (II);todas_actv;todas_edad;ambos_sex;isapre;;;;;2623;2464;1989;1862;1351;1149;1236;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Antofagasta (II);todas_actv;todas_edad;ambos_sex;isapre;;;;;3137;3109;3222;3467;2183;2025;2253;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Antofagasta (II);todas_actv;todas_edad;ambos_sex;isapre;;;;;2198;2187;2525;2667;2246;2066;1667;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Antofagasta (II);todas_actv;todas_edad;ambos_sex;isapre;;;;;2082;1978;1959;2084;1557;1551;1481;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Antofagasta (II);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;11478;12382;19037;
;Licencia médica preventiva parental;Antofagasta (II);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;793;730;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Antofagasta (II);todas_actv;todas_edad;ambos_sex;isapre;;;;;8494;8434;8702;9807;7366;9355;6971;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Antofagasta (II);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;0;6;16;5;1;25;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Atacama (III);todas_actv;todas_edad;ambos_sex;isapre;;;;;1923;1948;2137;2388;2310;4503;4095;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Atacama (III);todas_actv;todas_edad;ambos_sex;isapre;;;;;3430;3640;3943;3630;2890;3579;3341;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Atacama (III);todas_actv;todas_edad;ambos_sex;isapre;;;;;3867;4045;3788;4030;1411;1129;2800;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Atacama (III);todas_actv;todas_edad;ambos_sex;isapre;;;;;1635;1774;1767;1752;1441;1537;1708;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Atacama (III);todas_actv;todas_edad;ambos_sex;isapre;;;;;1204;1568;1646;1444;583;465;752;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Atacama (III);todas_actv;todas_edad;ambos_sex;isapre;;;;;1596;1644;1544;1723;1057;1077;1251;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Atacama (III);todas_actv;todas_edad;ambos_sex;isapre;;;;;633;557;430;545;351;284;314;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Atacama (III);todas_actv;todas_edad;ambos_sex;isapre;;;;;810;868;959;809;526;585;628;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Atacama (III);todas_actv;todas_edad;ambos_sex;isapre;;;;;658;772;709;762;517;558;480;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Atacama (III);todas_actv;todas_edad;ambos_sex;isapre;;;;;489;617;588;535;412;425;403;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Atacama (III);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;2638;3197;6115;
;Licencia médica preventiva parental;Atacama (III);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;288;241;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Atacama (III);todas_actv;todas_edad;ambos_sex;isapre;;;;;2505;3071;3059;2953;1929;2591;2143;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Atacama (III);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;0;0;1;3;0;9;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;isapre;;;;;3052;3106;3420;3811;3806;6208;6611;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;isapre;;;;;2730;3239;3511;3733;2554;3166;3533;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;isapre;;;;;4537;4947;4997;5532;1541;1062;3689;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;isapre;;;;;1331;1614;1786;1693;1321;1294;1725;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;isapre;;;;;1463;1802;1863;2037;842;581;1053;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;isapre;;;;;1991;1924;2104;2373;1306;1325;1776;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;isapre;;;;;828;757;618;539;490;480;490;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;isapre;;;;;846;920;969;978;546;661;806;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;isapre;;;;;802;790;942;858;585;580;626;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;isapre;;;;;439;391;495;470;333;373;484;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;2304;2804;6247;
;Licencia médica preventiva parental;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;369;378;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;isapre;;;;;2223;2336;2584;2767;1562;2337;2404;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;0;0;9;3;1;7;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Valparaíso (V);todas_actv;todas_edad;ambos_sex;isapre;;;;;12300;12786;14195;15325;15662;30191;27895;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Valparaíso (V);todas_actv;todas_edad;ambos_sex;isapre;;;;;13909;15757;16295;16381;12981;14704;14354;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Valparaíso (V);todas_actv;todas_edad;ambos_sex;isapre;;;;;22560;21966;21940;23825;6943;4681;14413;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Valparaíso (V);todas_actv;todas_edad;ambos_sex;isapre;;;;;7367;8076;8312;8652;6725;6877;7235;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Valparaíso (V);todas_actv;todas_edad;ambos_sex;isapre;;;;;7294;9142;9184;8372;3909;2747;4409;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Valparaíso (V);todas_actv;todas_edad;ambos_sex;isapre;;;;;7108;7547;8160;8554;4825;4570;5960;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Valparaíso (V);todas_actv;todas_edad;ambos_sex;isapre;;;;;3371;3452;3034;2614;2087;1926;1854;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Valparaíso (V);todas_actv;todas_edad;ambos_sex;isapre;;;;;3841;3841;4090;4106;2629;2631;2895;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Valparaíso (V);todas_actv;todas_edad;ambos_sex;isapre;;;;;2700;2995;3326;3617;2679;2262;2433;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Valparaíso (V);todas_actv;todas_edad;ambos_sex;isapre;;;;;1987;2193;2397;2154;2036;1819;1677;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Valparaíso (V);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;12810;14325;25575;
;Licencia médica preventiva parental;Valparaíso (V);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;2412;2319;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Valparaíso (V);todas_actv;todas_edad;ambos_sex;isapre;;;;;10581;11592;12177;12382;8517;9945;9432;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Valparaíso (V);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;4;5;19;12;0;16;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;isapre;;;;;145156;151222;166803;187867;206766;332714;239115;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;isapre;;;;;159121;168868;179038;193447;142975;156772;133734;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;isapre;;;;;257723;273095;256723;297063;90546;56932;140199;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;isapre;;;;;89101;94884;100336;106292;74640;70029;69652;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;isapre;;;;;110850;128679;138460;124483;57440;35200;48813;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;isapre;;;;;80346;83811;89988;112481;59402;53632;63396;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;isapre;;;;;35514;36101;34619;34142;24919;20151;20299;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;isapre;;;;;37964;41273;43044;44414;28309;26290;28487;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;isapre;;;;;30900;32898;35068;38147;32269;25947;25689;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;isapre;;;;;19441;21219;22033;23722;19397;17196;15604;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;188444;185978;257579;
;Licencia médica preventiva parental;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;29187;30785;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;isapre;;;;;130820;138113;147419;158727;104752;111657;101443;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;75;57;267;132;26;280;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;isapre;;;;;8212;7772;8726;9002;8630;16744;13145;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;isapre;;;;;9105;9343;9524;9727;7056;9032;8459;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;isapre;;;;;8317;8933;8008;8849;2979;2263;6073;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;isapre;;;;;4397;4473;4760;4793;3777;3891;4057;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;isapre;;;;;3765;4129;4459;4614;2217;1810;2681;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;isapre;;;;;3490;3691;4060;4148;2400;2470;3011;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;isapre;;;;;2279;2304;1861;1687;1562;1443;1422;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;isapre;;;;;1926;1990;1968;1996;1274;1402;1487;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;isapre;;;;;1529;1523;1448;1803;1703;1233;1271;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;isapre;;;;;1149;1346;1086;1213;962;948;926;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;11296;7744;13778;
;Licencia médica preventiva parental;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;1112;1126;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;isapre;;;;;5808;6125;6388;6334;4578;6062;4898;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;0;2;1;12;0;3;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Maule (VII);todas_actv;todas_edad;ambos_sex;isapre;;;;;6002;6320;7763;8486;7775;15708;14752;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Maule (VII);todas_actv;todas_edad;ambos_sex;isapre;;;;;6260;7046;7799;8535;5882;7113;7932;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Maule (VII);todas_actv;todas_edad;ambos_sex;isapre;;;;;9042;9862;9898;10666;2614;2256;7426;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Maule (VII);todas_actv;todas_edad;ambos_sex;isapre;;;;;2936;3309;3733;4181;3088;3050;3396;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Maule (VII);todas_actv;todas_edad;ambos_sex;isapre;;;;;3065;3649;4298;4664;2006;1541;2281;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Maule (VII);todas_actv;todas_edad;ambos_sex;isapre;;;;;3669;3786;4113;4773;2400;2383;3422;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Maule (VII);todas_actv;todas_edad;ambos_sex;isapre;;;;;1323;1300;1279;1132;1028;1166;1178;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Maule (VII);todas_actv;todas_edad;ambos_sex;isapre;;;;;1390;1613;1703;1797;986;1128;1224;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Maule (VII);todas_actv;todas_edad;ambos_sex;isapre;;;;;1323;1400;1679;1833;1283;1075;1205;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Maule (VII);todas_actv;todas_edad;ambos_sex;isapre;;;;;841;821;1074;1093;761;745;841;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Maule (VII);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;5265;5361;11214;
;Licencia médica preventiva parental;Maule (VII);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;736;914;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Maule (VII);todas_actv;todas_edad;ambos_sex;isapre;;;;;5096;5468;5917;6338;3951;6137;5705;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Maule (VII);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;0;0;15;6;0;17;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;999;4012;3858;7905;7520;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;956;3495;2163;3282;3486;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;1120;5043;1018;943;3481;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;385;1601;1046;1397;1596;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;646;2206;735;552;946;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;606;2212;1028;1269;1736;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;131;454;352;380;321;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;226;825;423;510;658;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;141;611;468;486;467;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;161;460;370;389;347;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;2473;2964;5536;
;Licencia médica preventiva parental;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;isapre;;;;;#N/D;#N/D;0;0;369;320;0;
